mid,title,release_date,summary,runtime,rating,num_votes
tt0120669,Fear and Loathing in Las Vegas,1998-05-22,An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.,118,7.6,251338
tt0079116,Escape from Alcatraz,1979-06-22,"Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possible successful attempt at escaping from one of the most infamous prisons in the world.",112,7.6,112873
tt3682448,Bridge of Spies,2015-10-14,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",142,7.6,276623
tt1832382,Jodaeiye Nader az Simin,2011-03-16,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,123,8.3,210353
tt3076658,Creed,2015-11-25,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",133,7.6,238457
tt0358273,Walk the Line,2005-11-18,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.",136,7.8,226471
tt0118694,Faa yeung nin wa,2000-09-29,"Two neighbors, a woman and a man, form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.",98,8.1,115751
tt0215750,Enemy at the Gates,2001-03-14,A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.,131,7.6,235050
tt0381849,3:10 to Yuma,2007-09-06,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,122,7.7,280185
tt0452623,Gone Baby Gone,2007-10-19,"Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.",114,7.6,242727
tt0069293,Solyaris,1972-09-26,A psychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane.,167,8.1,76022
tt0381681,Before Sunset,2004-06-17,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.",80,8.0,223225
tt0064665,Midnight Cowboy,1969-06-16,"A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.",113,7.8,96787
tt0097441,Glory,1990-01-18,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.",122,7.8,116887
tt0056058,Seppuku,1962-09-16,"When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan's integrity.",133,8.7,33705
tt0181865,Traffic,2001-01-05,"A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business.",147,7.6,191245
tt1937149,El cuerpo,2012-12-21,A detective searches for the body of a femme fatale which has gone missing from a morgue.,108,7.6,52119
tt8075192,Manbiki kazoku,2018-06-08,A family of small-time crooks take in a child they find outside in the cold.,121,8.0,51784
tt0052618,Ben-Hur,1960-01-29,"After a Jewish prince is betrayed and sent into slavery by a Roman friend, he regains his freedom and comes back for revenge.",212,8.1,211769
tt3841424,Under sandet,2015-12-03,"In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight.",100,7.8,32232
tt0075686,Annie Hall,1977-04-20,Neurotic New York comedian Alvy Singer falls in love with the ditzy Annie Hall.,93,8.0,245458
tt0266308,Batoru rowaiaru,2000-12-16,"In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.",114,7.6,164442
tt1542344,127 Hours,2011-01-06,"A mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive.",94,7.6,338138
tt2265171,Serbuan maut 2: Berandal,2014-03-27,"Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.",150,8.0,110122
tt1535109,Captain Phillips,2013-10-10,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",134,7.8,406272
tt0059578,Per qualche dollaro in più,1965-12-20,Two bounty hunters with the same intentions team up to track down a Western outlaw.,132,8.3,221110
tt2209418,Before Midnight,2013-05-22,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,109,7.9,132718
tt0876563,Gake no ue no Ponyo,2008-07-19,"A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him.",101,7.7,116148
tt2103281,Dawn of the Planet of the Apes,2014-07-09,A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,130,7.6,402953
tt0054047,The Magnificent Seven,1960-10-12,Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.,128,7.7,84588
tt0067328,The Last Picture Show,1971-10-22,"In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.",118,8.0,40232
tt0107818,Philadelphia,1994-01-14,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.",125,7.7,216170
tt0058461,Per un pugno di dollari,1964-09-12,"A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge.",99,8.0,188404
tt0061418,Bonnie and Clyde,1967-08-14,"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",111,7.8,98785
tt0070666,Serpico,1974-01-25,An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,130,7.7,104006
tt0079470,Life of Brian,1979-08-17,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth (Graham Chapman) spends his life being mistaken for a messiah.",94,8.1,353742
tt1318514,Rise of the Planet of the Apes,2011-08-03,A substance designed to help the brain repair itself gives advanced intelligence to a chimpanzee who leads an ape uprising.,105,7.6,486546
tt0113568,Kôkaku Kidôtai,1995-11-18,A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,83,8.0,123064
tt0454848,Inside Man,2006-03-23,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",129,7.6,325563
tt0276919,Dogville,2003-05-21,"A woman on the run from the mob is reluctantly accepted in a small Colorado town. In exchange, she agrees to work for them. As a search visits the town, she finds out that their support has a price. Yet her dangerous secret is never far away.",178,8.0,132890
tt0067116,The French Connection,1971-10-09,A pair of NYC cops in the Narcotics Bureau stumble onto a drug smuggling job with a French connection.,104,7.7,105200
tt1028532,Hachi: A Dog's Tale,2009-08-08,A college professor bonds with an abandoned dog he takes into his home.,93,8.1,240645
tt0245712,Amores perros,2000-06-16,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.",154,8.1,216107
tt0443543,The Illusionist,2006-08-18,"In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.",110,7.6,347343
tt0112579,The Bridges of Madison County,1995-06-02,Photographer Robert Kincaid (Clint Eastwood) wanders into the life of housewife Francesca Johnson (Meryl Streep) for four days in the 1960s.,135,7.6,69598
tt4934950,Talvar,2015-10-01,An experienced investigator confronts several conflicting theories about the perpetrators of a violent double homicide.,132,8.2,28493
tt0814314,Seven Pounds,2008-12-19,A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,123,7.6,279548
tt0190332,Wo hu cang long,2000-07-06,A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.,120,7.8,247343
tt0088258,This Is Spinal Tap,1984-03-02,"Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.",82,7.9,124876
tt0106489,A Bronx Tale,1993-10-01,A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.,121,7.8,122962
tt3829920,Only the Brave,2017-10-18,"Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.",134,7.6,53003
tt0086197,The Right Stuff,1983-10-21,"The story of the original Mercury 7 astronauts and their macho, seat-of-the-pants approach to the space program.",193,7.8,54286
tt0268126,Adaptation.,2002-12-26,A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.,115,7.7,171460
tt0050212,The Bridge on the River Kwai,1957-10-11,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors, not knowing that the allied forces are planning to destroy it.",161,8.1,195560
tt0070608,Robin Hood,1973-11-08,The story of the legendary outlaw is portrayed with the characters as humanoid animals.,83,7.6,110843
tt0097958,National Lampoon's Christmas Vacation,1989-11-30,The Griswold family's plans for a big family Christmas predictably turn into a big disaster.,97,7.6,147199
tt0480025,This Is England,2007-04-27,"A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.",101,7.7,113196
tt0040897,The Treasure of the Sierra Madre,1948-01-24,Two Americans searching for work in Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,126,8.2,109322
tt0460791,The Fall,2008-01-03,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances.",117,7.9,104750
tt0096163,Spoorloos,1988-10-27,"Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.",107,7.7,32071
tt0102138,JFK,1991-12-20,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,189,8.0,136368
tt0756683,The Man from Earth,2007-06-10,An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.,87,7.9,167874
tt0049261,Giant,1956-11-24,Sprawling epic covering the life of a Texas cattle rancher and his family and associates.,201,7.6,32711
tt0091605,Der Name der Rose,1986-09-24,An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.,130,7.7,98182
tt1216496,Madeo,2009-05-28,A mother desperately searches for the killer who framed her son for a girl's horrific murder.,129,7.8,45983
tt0093409,Lethal Weapon,1987-03-06,Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.,109,7.6,229467
tt0067093,Fiddler on the Roof,1971-11-03,"In prerevolutionary Russia, a Jewish peasant contends with marrying off three of his daughters while growing anti-Semitic sentiment threatens his village.",181,8.0,37407
tt0077928,Midnight Express,1978-08-10,"Billy Hayes, an American college student, is caught smuggling drugs out of Turkey and thrown into prison.",121,7.6,70218
tt0101921,Fried Green Tomatoes,1992-01-24,A housewife who is unhappy with her life befriends an old lady in a nursing home and is enthralled by the tales she tells of people she used to know.,130,7.7,64337
tt0383028,"Synecdoche, New York",2009-02-05,"A theatre director struggles with his work, and the women in his life, as he creates a life-size replica of New York City inside a warehouse as part of his new play.",124,7.6,77649
tt0986264,Taare Zameen Par,2007-12-21,"An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.",165,8.4,156588
tt0106856,Falling Down,1993-02-26,An unemployed defense worker frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.,113,7.6,163339
tt0087544,Kaze no tani no Naushika,1984-03-11,Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.,117,8.1,140223
tt0050825,Paths of Glory,1957-12-20,"After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.",88,8.4,168519
tt0059113,Doctor Zhivago,1965-12-31,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",197,8.0,67286
tt0156887,Pâfekuto burû,1998-02-28,A retired pop singer turned actress' sense of reality is shaken when she is stalked by an obsessed fan and seemingly a ghost of her past.,81,8.0,51028
tt0044706,High Noon,1952-06-09,"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at high noon when the gang leader, an outlaw he sent up years ago, arrives on the noon train.",85,7.9,94322
tt0089881,Ran,1985-06-01,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",162,8.2,106026
tt0029583,Snow White and the Seven Dwarfs,1938-02-04,"Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.",83,7.6,174481
tt4468740,Paddington 2,2017-11-09,"Paddington (Ben Whishaw), now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's (Imelda Staunton's) 100th birthday, only for the gift to be stolen.",103,7.8,55926
tt0765443,Eastern Promises,2007-09-14,A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.,100,7.6,221405
tt0046912,Dial M for Murder,1954-05-29,A tennis player tries to arrange his wife's murder after learning of her affair.,105,8.2,149828
tt1954470,Gangs of Wasseypur,2012-06-22,"A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.",321,8.2,75262
tt0053604,The Apartment,1960-09-16,"A man tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.",125,8.3,155212
tt2758880,Kis Uykusu,2014-06-12,A hotel owner and landlord in a remote Turkish village deals with conflicts within his family and a tenant behind on his rent.,196,8.2,42226
tt5323662,Koe no katachi,2016-09-17,"A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption.",130,8.2,36524
tt0052561,Anatomy of a Murder,1959-09-22,"In a murder trial, the defendant says he suffered temporary insanity after the victim raped his wife. What is the truth, and will he win his case?",161,8.0,56963
tt1365050,Beasts of No Nation,2015-10-16,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.",137,7.7,69653
tt0053198,Les quatre cents coups,1959-06-03,"A young boy, left without attention, delves into a life of petty crime.",99,8.1,99355
tt0083987,Gandhi,1983-01-01,The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.,191,8.0,213208
tt0056197,The Longest Day,1962-09-25,"The events of D-Day, told on a grand scale from both the Allied and German points of view.",178,7.8,50793
tt0040746,Rope,1948-09-25,Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death.,80,8.0,123001
tt0107207,In the Name of the Father,1993-12-27,A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.,133,8.1,149645
tt0140352,The Insider,1999-11-05,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.,157,7.8,155200
tt1139797,Låt den rätte komma in,2008-10-24,"Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl.",114,7.9,200808
tt0106469,Bound by Honor,1993-04-30,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo.",180,8.0,27856
tt0032976,Rebecca,1940-04-12,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,130,8.1,117050
tt2338151,PK,2014-12-18,An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of religion on its people.,153,8.1,152508
tt0022100,M - Eine Stadt sucht einen Mörder,1931-08-31,"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",118,8.3,136384
tt0117666,Sling Blade,1997-03-14,"Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town.",135,8.0,84879
tt2358891,La grande bellezza,2013-05-21,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",141,7.8,77198
tt0086979,Blood Simple,1985-01-18,"A rich but jealous man hires a private investigator to kill his cheating wife and her lover. However, nothing is simple when blood is involved.",99,7.6,83694
tt6543652,Zimna wojna,2018-06-08,"In the 1950s, a music director falls in love with a singer and tries to persuade her to flee communist Poland for France.",89,7.6,43595
tt0119167,Funny Games,1997-09-11,"Two violent young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement.",108,7.6,61088
tt0107943,The Remains of the Day,1993-11-12,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.,134,7.8,62374
tt0056801,8½,1963-02-16,A harried movie director retreats into his memories and fantasies.,138,8.0,104411
tt0070511,Papillon,1973-12-19,"A man befriends a fellow criminal as the two of them begin serving their sentence on a dreadful prison island, which inspires the man to plot his escape.",151,8.0,117732
tt0092067,Tenkû no shiro Rapyuta,1986-08-02,A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,125,8.0,141347
tt0079522,Manhattan,1979-04-25,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,96,7.9,127338
tt0058385,My Fair Lady,1964-12-01,Snobbish phonetics Professor Henry Higgins agrees to a wager that he can make flower girl Eliza Doolittle presentable in high society.,170,7.8,83543
tt0085794,The King of Comedy,1982-12-18,"Rupert Pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself.",109,7.8,81208
tt3612616,Mommy,2014-10-08,"A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.",139,8.1,47186
tt0249462,Billy Elliot,2000-09-29,A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.,110,7.7,121804
tt0112864,Die Hard: With a Vengeance,1995-05-19,"John McClane and a Harlem store owner are targeted by German terrorist Simon Gruber in New York City, where he plans to rob the Federal Reserve Building.",128,7.6,353526
tt1527788,Ajeossi,2010-08-05,A quiet pawnshop keeper with a violent past takes on a drug-and-organ trafficking ring in hope of saving the child who is his only friend.,119,7.8,59447
tt0094336,Withnail & I,1987-06-19,"In 1969, two substance-abusing, unemployed actors retreat to the countryside for a holiday that proves disastrous.",107,7.7,38525
tt0075029,The Outlaw Josey Wales,1976-08-07,Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.,135,7.9,63035
tt0097814,Majo no takkyûbin,1989-07-29,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",103,7.8,113072
tt0047437,Sabrina,1954-09-17,"A playboy becomes interested in the daughter of his family's chauffeur, but it's his more serious brother who would be the better man for her.",113,7.7,56545
tt0051201,Witness for the Prosecution,1958-02-06,A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,116,8.4,101333
tt0036775,Double Indemnity,1944-07-06,An insurance representative lets himself be talked by a seductive housewife into a murder/insurance fraud scheme that arouses the suspicion of an insurance investigator.,107,8.3,136655
tt0395169,Hotel Rwanda,2005-01-20,Paul Rusesabagina was a hotel manager who housed over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda.,121,8.1,325507
tt0074896,The Message,1977-07-08,This epic historical drama chronicles the life and times of Prophet Muhammad (peace be upon him) and serves as an introduction to early Islamic history.,177,8.2,42101
tt0084726,Star Trek II: The Wrath of Khan,1982-06-04,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.",113,7.7,109375
tt0042192,All About Eve,1950-10-27,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,138,8.2,115502
tt3544112,Sing Street,2016-03-17,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,106,7.9,80894
tt0373074,Kung fu,2004-12-23,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.",99,7.7,122541
tt0824747,Changeling,2008-10-31,Grief-stricken mother Christine Collins (Angelina Jolie) takes on the L.A.P.D. to her own detriment when it tries to pass off an obvious impostor as her missing child.,141,7.7,230020
tt0817177,Flipped,2010-09-10,Two eighth-graders start to have feelings for each other despite being total opposites.,90,7.7,78427
tt0128445,Rushmore,1999-02-19,The extracurricular king of Rushmore Preparatory School is put on academic probation.,93,7.7,163610
tt0060827,Persona,1966-10-18,A nurse is put in charge of a mute actress and finds that their personae are melding together.,85,8.1,95593
tt2013293,Kaze tachinu,2013-07-20,"A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.",126,7.8,67289
tt0109424,Chung Hing sam lam,1994-07-14,"Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal server at a late-night restaurant he frequents.",102,8.1,58131
tt0063350,Night of the Living Dead,1968-10-04,"A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a bloodthirsty, flesh-eating breed of monsters who are ravaging the East Coast of the United States.",96,7.9,111300
tt0094947,Dangerous Liaisons,1988-12-31,A scheming widow and her manipulative ex-lover make a bet regarding the corruption of a recently married woman.,119,7.6,62342
tt0041959,The Third Man,1949-10-12,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.",104,8.1,152716
tt0061512,Cool Hand Luke,1967-11-01,"A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform.",127,8.1,155929
tt0399295,Lord of War,2005-09-16,An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.,122,7.6,287014
tt2582496,Me and Earl and the Dying Girl,2015-07-01,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",105,7.7,118724
tt0065207,Where Eagles Dare,1968-12-21,"Allied agents stage a daring raid on a castle where the Nazis are holding American brigadier general George Carnaby prisoner, but that's not all that's really going on.",158,7.7,49811
tt0315733,21 Grams,2003-11-19,"A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.",124,7.7,219294
tt0147612,Happiness,1998-10-16,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection.",134,7.7,64608
tt0088680,After Hours,1985-10-11,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho who he met that evening at a coffee shop.,97,7.7,54894
tt0277027,I Am Sam,2002-01-25,A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.,132,7.7,139926
tt0042876,Rashômon,1950-08-26,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.",88,8.2,144748
tt0070034,Enter the Dragon,1973-07-26,A martial artist agrees to spy on a reclusive crime lord using his invitation to a tournament there as cover.,102,7.7,92847
tt1646971,How to Train Your Dragon 2,2014-06-05,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",102,7.8,294458
tt0093389,The Last Emperor,1987-10-23,The story of the final Emperor of China.,163,7.7,90024
tt0097937,My Left Foot: The Story of Christy Brown,1989-04-07,"Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.",103,7.9,64835
tt0077405,Days of Heaven,1978-10-06,A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune.,94,7.9,49618
tt0129167,The Iron Giant,1999-08-06,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,86,8.0,165713
tt0104348,Glengarry Glen Ross,1992-09-15,An examination of the machinations behind the scenes at a real estate office.,100,7.7,92363
tt2631186,Bãhubali: The Beginning,2015-07-09,"In ancient India, an adventurous and daring man becomes involved in a decades old feud between two warring people.",159,8.1,98205
tt0079417,Kramer vs. Kramer,1979-12-19,"Ted Kramer's wife leaves him, allowing for a lost bond to be rediscovered between Ted and his son, Billy. But a heated custody battle ensues over the divorced couple's son, deepening the wounds left by the separation.",105,7.8,126677
tt0352248,Cinderella Man,2005-06-03,"The story of James J. Braddock (Russell Crowe), a supposedly washed-up boxer who came back to become a champion and an inspiration in the 1930s.",144,8.0,171722
tt0060176,Blowup,1967-02-24,A mod London photographer finds something very suspicious in the shots he has taken of a mysterious beauty in a desolate park.,111,7.6,53812
tt0425210,Lucky Number Slevin,2006-02-24,A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses: The Rabbi and The Boss. Slevin is under constant surveillance by relentless Detective Brikowski as well as the infamous assassin Goodkat and finds himself having to hatch his own ingenious plot to get them before they get him.,110,7.7,294850
tt1306980,50/50,2011-09-30,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",100,7.6,309329
tt0095647,Mississippi Burning,1989-01-27,Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.,128,7.8,83501
tt0081283,Ordinary People,1981-02-26,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son.",124,7.7,44771
tt0068327,Cabaret,1972-02-13,A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.,124,7.8,46311
tt0040522,Ladri di biciclette,1948-11-24,"In post-war Italy, a working-class man's bicycle is stolen. He and his son set out to find it.",89,8.3,137836
tt0053472,À bout de souffle,1960-03-16,"A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he reunites with a hip American journalism student and attempts to persuade her to run away with him to Italy.",90,7.9,69440
tt0056217,The Man Who Shot Liberty Valance,1962-04-22,A senator returns to a western town for the funeral of an old friend and tells the story of his origins.,123,8.1,66050
tt0079588,The Muppet Movie,1979-05-31,"Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit.",95,7.6,31252
tt0109445,Clerks,1994-11-09,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",92,7.7,207607
tt0066999,Dirty Harry,1971-12-23,"When a madman calling himself ""the Scorpio Killer"" menaces the city, tough as nails San Francisco Police Inspector ""Dirty"" Harry Callahan is assigned to track down and ferret out the crazed psychopath.",102,7.7,138509
tt0093191,Der Himmel über Berlin,1987-09-23,An angel tires of overseeing human activity and wishes to become human when he falls in love with a mortal.,128,8.0,61633
tt0074119,All the President's Men,1976-04-09,"""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation.",138,8.0,97996
tt0299977,Ying xiong,2002-12-19,"A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors.",107,7.9,170595
tt0107653,Naked,1993-08-06,"Parallel tales of two sexually obsessed men, one hurting and annoying women physically and mentally, one wandering around the city talking to strangers and experiencing dimensions of life.",132,7.8,32444
tt0053221,Rio Bravo,1959-04-04,"A small-town sheriff in the American West enlists the help of a cripple, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy.",141,8.0,53724
tt0168629,Dancer in the Dark,2000-09-01,"An East European girl travels to the United States with her young son, expecting it to be like a Hollywood film.",140,8.0,98573
tt0092991,Evil Dead II,1987-03-13,The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.,84,7.8,142722
tt0053779,La dolce vita,1960-02-04,A series of stories following a week in the life of a philandering paparazzo journalist living in Rome.,174,8.0,63031
